time,IMF1,IMF2,IMF3
0,102.0891844315282,4.194745040709861,0.2745922163582243
1,102.18876280441549,5.192235816990219,-0.8741766911698846
2,102.28597117109678,6.848986591009918,1.0810465603955592
3,102.40899956016708,8.855386817082625,-0.20142819184593805
4,102.7180809458384,10.957216405102514,-1.2530698749471112
5,103.14386995687332,12.496413702622405,1.3143057812283376
6,103.49908083542702,12.665045078530326,0.17921417460079966
7,103.7750114513725,11.056039622872712,-1.209477929677286
8,104.02226736163786,7.60906517022861,0.9391496777571943
9,104.35314083929528,2.6050817145511265,0.3497501908742608
10,104.77559985114296,-3.580801695503553,-1.4085448309685968
11,105.37581777160739,-10.29987506913731,1.0301793895815292
12,106.18765734989101,-16.86489820588055,0.2123578506632963
13,107.21246341593438,-22.604429457406123,-1.4551839901065833
14,108.48835867059157,-26.839375862657995,1.311409745206697
15,110.06195734748583,-29.00031138546138,-0.18390782317742752
16,111.93269923380893,-28.770078378178376,-1.4256361093885774
17,114.1120837903437,-26.05398654419446,1.6912418776253384
18,116.5630638271412,-21.05758894756779,-0.6249774418884475
19,119.38898440841717,-14.043553946431356,-1.1601420589606746
20,122.61109195284456,-5.6140393254456145,1.4667161232198165
21,126.21181634958411,3.373094070765412,-0.7341326708673642
22,130.1266144502873,11.889811303051479,-0.7522723196698243
23,134.2927649696628,18.929828773967998,1.3396298560672766
24,138.70842551995054,23.704151840148317,-0.8100975191244366
25,143.2990676920901,25.573049632589765,-0.5761635989751581
26,148.09793314146822,24.34533314087797,1.45751756631919
27,153.07732446960154,20.09332474652049,-1.2663945020474696
28,158.23481785561268,13.251837152612026,-0.09762395884037295
29,163.5777803503781,4.559726866691089,1.3839350339971037
30,169.10754186481373,-5.033732219408728,-1.6710649045737178
31,174.91770331047806,-14.361464421145552,0.4315206748418486
32,180.98845310864758,-22.4361363331523,0.8539039881755711
33,187.3287234162894,-28.388823126838005,-1.5377083150445494
34,193.88618740567085,-31.657564167962605,0.7954242977608443
35,200.64378294919663,-31.911474600614323,0.4859421577964055
36,207.63316857813902,-29.05937667477796,-1.4039701347241327
37,214.88524750736732,-23.341301791619358,0.8371262025239808
38,222.36001078859064,-15.40511027137593,0.18360614196906283
39,230.0208415927173,-6.1441265435914865,-0.9948726126301438
40,237.80721291277698,3.3793657904787424,0.7744826354263736
41,245.6805014330395,12.112903376474888,0.0025745332148203333
42,253.5565058624678,19.05933669308495,-0.6318756541311117
43,261.4304370768942,23.549314433226847,0.788987930134664
44,269.29047130658506,25.201307532941453,-0.412254349057958
45,277.07711891683743,23.905910668956015,-0.17335576954968157
46,284.7959254862481,19.98305274667253,0.8913240302265932
47,292.48666996700484,14.10281107251006,-0.9961536147877084
48,300.23706165708,7.194061602977395,0.25021965723991474
49,308.0719566387922,0.1675402449966472,0.6773363685624159
50,316.00798233188965,-6.138085114052867,-1.2447463666016774
51,324.0692252938455,-11.039014217039943,0.7014204023417361
52,332.20004183999384,-14.192861411429337,0.27256318188219536
53,340.30416418510595,-15.56563113539906,-1.0942350222203285
54,348.24569845189643,-15.38168002470665,1.2188384552358151
55,355.9324787356213,-13.935273648800205,-0.05444686805329833
56,363.31652951963605,-11.514182488742337,-0.9930583566960041
57,370.3687255961581,-8.376452406361299,1.5645800075603384
58,377.1485179388556,-4.639474526509118,-0.4808577766186653
59,383.72657471515333,-0.39194529929033645,-1.041857589111731
60,390.21310139410264,4.2890672650655155,1.782144662298502
61,396.58539426671655,9.08690312785304,-1.0388099367830148
62,402.8776659283473,13.683007205144005,-0.5493248217686689
63,409.0074183655861,17.57247824169777,1.675420299362488
64,414.925119719336,20.311979403191078,-1.1534401338519187
65,420.58630430796364,21.555560239059723,-0.15706066629742269
66,425.93668257955125,21.08732162764116,1.4450109580123545
67,430.9604789443814,18.923474510376874,-1.0959411134743207
68,435.67383518986554,15.30924863769913,0.025826742486336454
69,440.1052156141721,10.66312971113512,1.1318312225411962
70,444.28321750807305,5.506803410239043,-1.019213518501606
71,448.24287315999857,0.414424679269288,0.20082280267763192
72,452.11471149102493,-3.961969495127168,0.7630106373988987
73,455.91711319343494,-7.257424853174001,-1.2578649788629446
74,459.55484423091565,-9.44256037707289,0.7295231690031395
75,462.86255839483766,-10.711719164941377,0.7478242668092132
76,465.744236905993,-11.202621047142555,-1.179727524922047
77,468.2579653205104,-10.823711812372936,1.017742468658705
78,470.5363722291987,-9.384475472269672,0.1006166385224936
79,472.67326371814124,-6.815211115522772,-1.1897384321995814
80,474.7251117217587,-3.2313148563630203,1.3340173933294552
81,476.5663769271105,0.8933899193385803,-0.4069696263866078
82,478.1780196927678,5.170981852268733,-0.39069276321635077
83,479.65089576852324,9.362476603033898,1.0580169351443458
84,481.11453406471577,13.264340216271643,-1.2374690580792105
85,482.5669462029122,16.461048888064408,0.3443526979517764
86,483.88076134690266,18.38601420059936,1.107447272050156
87,485.1076915814344,18.797364452879776,-1.5282629871284132
88,486.2353223362744,17.515300970384573,0.4369196273946792
89,487.24648483593904,14.517915118766956,1.3261827553489898
90,488.19217899828595,10.053631411039182,-1.7563177306976814
91,489.16289372359694,4.563109052915311,0.26745878335091544
92,490.10559660858996,-1.606398029069826,1.4446059879556854
93,490.9699210035673,-8.029486494372007,-1.5257038334664001
94,491.77937009834034,-14.11447047663677,0.13830246988081593
95,492.64058995181244,-19.1601134817874,1.2829981983932657
