rainfall,reservoir
9.705377121902218,19.811983192972246
9.747051547912896,19.91062296356067
9.92632997268732,19.78417033243745
9.668961533465033,19.799905176457624
10.072169831392532,20.39417788306978
10.204352340903725,19.921310553268295
10.269366511247624,20.271714626881522
10.282297555504686,20.142926048885958
12.100450648830586,20.026913256567468
9.7918541040391,20.37346455461014
10.126397191624399,20.38535773808504
9.715137577762953,20.21063661110453
10.50485026966832,20.128071373581164
10.201384149098837,20.440878975298403
10.8634424497542,20.03825820269193
10.271334780178059,20.39793673362346
11.118092984856652,20.118333932035135
10.893400894804683,20.474474852282782
10.251913299433017,20.070743796739848
10.033934602894663,20.037640601056975
10.237292118517459,20.444327755095365
10.831347565276552,20.38825656628283
11.045086611926838,20.68507728828522
10.422171727775536,20.30308728457895
11.106674672404546,20.184009803168024
10.696912577654224,20.19294042574654
10.406542217596265,20.17669662513319
11.473984047914799,20.623903704645834
10.748515617305365,20.65665683530445
10.12840182564556,20.262328398741168
11.544783782291335,20.28911718450012
10.646597361266222,20.609823800482705
10.203730493254612,20.407053217946228
10.534341773564645,20.317692190919104
11.452491535537728,20.459267357556033
10.845596693905545,20.739301383570517
10.293775177770087,20.582792508111567
10.070559015192757,20.287746247595564
11.468931870012232,20.410261944455556
11.231883759544882,20.647457473824097
10.834199398129886,20.57567568302572
10.687068153241453,20.639828030763255
11.373796326835352,20.136895598038848
10.894673180886274,20.576515550591782
10.421314476789702,20.8444364028955
10.999896891606987,20.41532813961932
10.542296450921363,20.179742787751742
11.205369408376496,20.66720277291954
10.444287926541078,20.620583158216817
11.342316683829067,20.159861075787443
10.569574099286594,20.6228569207996
10.824437418430572,20.843672450010217
11.017926854202248,20.646629565880776
11.711317693781432,20.592494767935754
10.66707669378452,20.405617985192706
10.898201379210628,20.53711837265013
10.51766623549513,20.690489882969363
11.318382202768246,20.462764244118098
11.85574697049648,20.433789063097926
11.726439245994335,20.63733228041804
10.784968569737751,20.67840559427961
10.345564539276817,19.8913054002511
11.429451574084847,20.286708828143
10.204338049684656,20.36421406648432
11.786161947038364,20.557336479635794
10.998043934155769,20.582879107171074
9.783870715020019,20.578281397561945
10.909947326407798,20.253304813961087
10.632608063092064,20.415496885987817
10.566341127124266,20.633880836820154
11.510704879098078,20.24056107059414
10.011497997554102,20.40766625193027
10.942924232684593,20.281789363920147
10.70000247014927,20.76676059240617
10.918014282230244,20.209195057151916
10.630760484679918,20.295158343036054
10.650856485891005,20.44217313592508
10.187830267295249,19.646173315539105
9.991138286075753,20.448365498556427
10.775566104250077,20.60884637262836
10.015690395508475,20.143660710095343
10.326708687625143,20.26281839432444
10.337241639496325,20.320080529114367
10.68998458550624,20.315466044627005
10.772402026034921,20.163772196200174
10.385620238011027,20.296648300020415
11.002175718482011,20.424226500784517
10.47483431881446,20.20002180430536
9.867644422988425,20.094526893081095
10.859769924040776,20.313295764977614
9.715378918193652,20.394668621943154
9.718543795191959,20.195082640689016
10.164105906457916,20.529213194266298
9.207052607904464,20.020580284646485
10.219014766682069,20.014770600902775
10.053718616423803,20.28391125077953
10.251659493223361,19.738682723362427
10.758488938808387,19.874189340685415
9.814864186442017,19.73203295527512
10.007895035672808,20.167985691184892
9.817949868714038,20.063927381303348
9.645540510998917,19.80907230871946
10.4538196305831,19.974330040515905
10.149145207108992,19.933149137221225
9.834693297792601,19.75133524103357
9.423129139927925,20.081475174446744
10.060805155994467,19.342802649559466
10.757253884083514,19.475854566480432
9.406842732434496,19.802169502909802
10.015946386612637,20.082756835428878
9.650646474084954,19.763838626582718
10.19272765128901,19.77754778613183
9.2593454560582,19.57575685306237
9.074501081347757,19.935335363061828
9.94281155289327,19.734475425786968
10.033641987617495,19.898435549844237
9.6493677709192,20.0075847207295
9.615177153570428,19.650435152330257
9.52424070908776,19.66623995282808
9.637122335415887,20.02669287617528
10.257262507461638,19.69974156560355
9.24030762166986,19.884148182910504
10.008247703797995,19.504415096250742
8.844189073544479,20.061913862558455
9.217924128017753,19.920663521222956
8.912557836477363,19.912376633199703
8.649936377206304,19.52018903683726
9.420190988045057,19.708319347626883
8.682387659522357,19.492403802120773
9.37308139961464,19.150364353038242
10.044460534522505,19.374121207842794
8.915935257671205,19.43555006749128
10.133589619128568,19.653524189469337
9.68913791555456,19.450384678516066
9.803454016073573,19.93198052003053
9.365176406636822,19.562841676683938
8.448145100587649,19.645131803091424
8.552772858422905,19.33850693132965
9.066715409430383,19.63756683894517
8.911256381119664,19.55987957348488
9.514855387075945,19.49847241752621
9.15241113827454,19.298503009555336
8.615307503748959,19.637447344770592
8.91584539194168,19.954144551991057
9.449109045763185,19.2825141192464
9.226063966461966,19.391679223395364
9.817382403660107,19.564913159049077
9.084999022026167,19.331169713807803
8.764254886123028,19.56305162982708
8.530491683425973,19.75990178487437
9.28474160046875,19.128039879588673
9.295742984539949,19.565527492434967
8.559662788246662,19.459100930605587
9.391260230715352,19.472760895716135
8.246846769114928,19.865865061294
9.535374188671259,19.030195332729985
8.665475195767813,19.482065158642133
7.849783194283937,19.82103381541869
9.370011050167069,19.533834917425295
8.613296188143604,19.487167746198278
8.35171854139598,19.62283668384649
9.49188500647279,19.557420771553083
9.25436794651976,19.536116722621113
7.871980446686867,19.702216157390755
8.469537385262543,19.658478701605212
9.43751466879767,20.010720544737737
8.632506654682324,19.710272742172915
8.945375865588296,19.28431325484043
9.551599528380788,19.43795703671875
8.47316205630949,19.50690218507074
10.072869200679332,19.47030223508099
9.633828961972357,19.810373386494277
9.376334084023277,19.52890377512624
8.412193009991304,19.652490932274244
10.038139095605985,19.777971749399306
8.19655131799195,19.445103219735532
8.288371369601997,19.2590325706782
8.825608235716299,19.701108055741436
8.834244710408079,19.632926525301798
9.764803373226945,19.649976872625214
9.769103893985836,19.955655830011924
9.49357196491117,19.697351100483317
9.7641207774374,19.753207039215717
9.269441842165746,20.091709381661204
10.314636374634564,19.731328419398583
8.389047447438601,19.873515335349783
10.35185923790485,19.70855785847568
9.955422849933834,19.817763738169923
10.008780726743282,19.554969047778464
9.039335344457918,19.7925845148781
9.791536385748314,19.764807811131845
9.122993371240177,20.091678469716822
10.09817111670033,20.20288390326166
9.951060166437703,20.00789337604331
10.3149143567192,20.01371621642941
9.60891513913997,20.027815608536457
9.651143526852556,19.924525864870763
9.48512114188388,19.92276002792384
10.259298547591388,19.986697529980088
10.713163833658523,19.84512109350271
10.127653052111427,20.355722776373543
9.795942136794105,20.306930989282947
10.121917352400478,20.195360262135925
10.261055111830222,20.078392376065477
10.086529028164895,20.004491868722706
10.215310276790989,20.03717512775098
9.14745709043613,20.12709887201146
10.422225654394339,20.202879248473355
10.372814996364745,20.227510304318525
9.706557308006548,20.25673020211789
10.136384956392282,20.09531850324504
9.885192678098342,20.12467083847335
10.077521629596093,20.429817341959602
9.669792698601027,20.44824778045142
10.462845783234586,20.588533516776653
10.66725700216444,20.027693140592614
10.08198042174134,20.29744696592167
10.19496757837394,20.08838289022299
10.622273137822598,20.022716101600643
10.046664055131634,20.38946008264346
10.282005955529149,19.758310903144594
11.146983106266198,20.421563286830153
10.53682133407113,20.395394280878506
10.289169616758823,20.165903538777304
10.05471303552441,20.373819597390842
10.665956053244019,20.6439388301533
10.031440075448291,20.34596439709119
10.528417360396446,20.299066192934937
11.08909390775842,20.611935260323158
10.953198040303409,20.595150554483563
10.199517882555437,20.594148445011005
10.510861062649115,20.497368504971664
10.540200900204617,20.391601848015362
9.891992029992599,20.405170380980373
11.257267682751062,20.535330129663176
10.990134215552981,20.51354338787264
10.184381006068248,20.58539200823557
9.557268198347302,20.059081625552956
11.207407492191342,20.666003458629227
10.206614474802626,20.3794726198262
11.030091939762315,20.219716037422845
10.620038192942106,20.392512809589277
11.331609531108288,20.246584829472074
10.84247195529895,20.110925116900866
10.85332560959953,20.845199162857888
11.49495392921481,20.33944483391567
11.078022654329926,20.37842709726904
